id,Convert Video to Mp3 Plus,Word Connect : Wordscapes 2021,Skat LITE,Color Splash for iPad,Medication Reminder & Refills,SHIFTAR: Work schedule planner,Wallpapers for Roblox Robux HD,SongShift,Teleprompter Pro 2,Forbidden Desert,Easy Calendar,NICU2HOME: Supporting Preemies,Toddler games: for 2 year olds,Dialup: Reviving the Phone,Astrolis Horoscopes & Tarot,Immediate Contact Transfer,MCECU Mobile,Atlantic Aviation,Mechanics Bank Mobile Banking,FGTeeV Goozy,Lirica - Learn Languages,Book of the Month,Office Design 3D,Take a Name LDS Family History,Cats and Sharks,Journey Planner / Map -Transit,Webull: Investing & Trading,Idle Skies,Nyjah Huston: #Skatelife,Hidden Expedition: Mithridates,Barcos Pro - Barcode Scanner,GDI Mobile,Lugmety,Five Nights at Freddy's 4,Five Suits Lite,Kawa & Khaje,Lathe Machine 3D,Sudoku ▦,Hidden Objects Game - Romance,Circle Pool,Valentine's Day & Love Frames,CREATIFY - Art Coloring Game,Dungeon Corporation,Multifly: Multiplication Game,XAPiT,Twins Babysitter Daycare Game,Mr Spy - Bullet Agent,Learn 3 Letter Words Spelling,NRLFCU Mobile Banking,RadarBox · Live Flight Tracker
94.0,,,,4.0,,5.0,2.0,2.0,,3.0,1.0,,4.0,,,,,,5.0,4.0,2.0,1.0,2.0,,2.0,5.0,,,1.0,,5.0,4.0,3.0,,5.0,,1.0,5.0,5.0,,5.0,5.0,,3.0,5.0,3.0,,3.0,,3.0
95.0,3.0,,,,,1.0,,2.0,1.0,,,3.0,4.0,,5.0,5.0,,1.0,5.0,,,,,,2.0,3.0,,,1.0,3.0,,2.0,,,3.0,,,2.0,3.0,2.0,3.0,3.0,,2.0,2.0,3.0,3.0,,5.0,
96.0,,1.0,,3.0,2.0,4.0,4.0,2.0,1.0,,2.0,1.0,,3.0,5.0,,,2.0,4.0,5.0,3.0,,2.0,1.0,3.0,2.0,2.0,4.0,1.0,3.0,,3.0,4.0,,3.0,5.0,,3.0,4.0,,,5.0,3.0,,,1.0,2.0,2.0,,
97.0,,,5.0,,1.0,5.0,,,3.0,5.0,2.0,5.0,,4.0,1.0,1.0,,1.0,,3.0,,,,3.0,3.0,,,,3.0,,1.0,,,,1.0,,4.0,3.0,5.0,1.0,1.0,5.0,,,,3.0,,,,1.0
98.0,,3.0,,,,5.0,4.0,2.0,,1.0,,5.0,,2.0,,,3.0,5.0,,,,,3.0,,,,,5.0,,2.0,,3.0,2.0,1.0,,3.0,5.0,,5.0,2.0,,,4.0,,,1.0,,,1.0,
99.0,,,5.0,4.0,,,1.0,5.0,,1.0,2.0,3.0,2.0,3.0,,,2.0,4.0,,2.0,,2.0,,,,,3.0,,,1.0,,3.0,,2.0,1.0,,3.0,2.0,3.0,,5.0,2.0,4.0,,2.0,,4.0,2.0,,2.0
100.0,,,,2.0,5.0,5.0,1.0,1.0,5.0,5.0,4.0,1.0,1.0,5.0,3.0,,2.0,4.0,5.0,1.0,,1.0,3.0,,,,,4.0,4.0,,3.0,,3.0,,4.0,5.0,1.0,,,,5.0,,2.0,2.0,2.0,1.0,3.0,,2.0,
101.0,2.0,2.0,1.0,3.0,2.0,2.0,,2.0,,,4.0,,1.0,2.0,1.0,,,,,2.0,5.0,,1.0,,5.0,,4.0,,,5.0,1.0,4.0,4.0,,2.0,3.0,,,,,1.0,3.0,5.0,,2.0,,5.0,1.0,5.0,
102.0,,3.0,,2.0,2.0,,1.0,,2.0,1.0,5.0,,3.0,,,,,1.0,2.0,2.0,,3.0,3.0,5.0,,3.0,1.0,,3.0,1.0,5.0,,5.0,2.0,,1.0,,,,,1.0,1.0,,1.0,4.0,3.0,,,,
103.0,,1.0,5.0,5.0,2.0,1.0,,5.0,,,,,,,1.0,1.0,2.0,1.0,,5.0,,,,5.0,,,,,,,4.0,2.0,2.0,5.0,4.0,1.0,,,,4.0,1.0,1.0,5.0,,3.0,1.0,5.0,,4.0,
104.0,2.0,4.0,,4.0,,,4.0,,,5.0,2.0,5.0,5.0,,4.0,1.0,,,,2.0,4.0,,,,1.0,2.0,2.0,4.0,3.0,,3.0,,4.0,4.0,1.0,,,4.0,1.0,4.0,3.0,5.0,,4.0,5.0,1.0,,,,4.0
105.0,3.0,3.0,5.0,,,,4.0,2.0,3.0,,4.0,,,,3.0,,2.0,,5.0,,2.0,2.0,4.0,,,,1.0,1.0,5.0,2.0,,2.0,2.0,,2.0,,1.0,5.0,4.0,5.0,4.0,,,,,3.0,,,5.0,
106.0,1.0,,,,,,3.0,5.0,,2.0,4.0,1.0,3.0,,,,5.0,4.0,,,,2.0,,,,,5.0,,1.0,5.0,1.0,,,5.0,4.0,,,4.0,,3.0,,,,5.0,,2.0,3.0,4.0,3.0,3.0
107.0,1.0,,,,,5.0,2.0,,3.0,2.0,3.0,,5.0,2.0,,1.0,3.0,,,,,2.0,2.0,,1.0,5.0,2.0,1.0,,,,4.0,,5.0,1.0,2.0,,2.0,,,1.0,,,,,,4.0,3.0,,
108.0,,,5.0,5.0,2.0,,2.0,,5.0,1.0,2.0,5.0,,5.0,1.0,,,2.0,,,,3.0,,,,,2.0,,3.0,4.0,,3.0,4.0,5.0,,5.0,2.0,1.0,,,,4.0,,1.0,,5.0,,4.0,,
109.0,5.0,,1.0,1.0,5.0,,,,3.0,,,2.0,4.0,3.0,5.0,2.0,,,,3.0,3.0,,,,3.0,2.0,,5.0,,3.0,,4.0,,,,3.0,,,,3.0,3.0,,,,2.0,2.0,1.0,,,
110.0,,3.0,1.0,1.0,3.0,3.0,,3.0,1.0,5.0,4.0,3.0,,3.0,2.0,1.0,,,3.0,1.0,2.0,,,,,,,,,2.0,5.0,,,,4.0,4.0,,4.0,,,,,5.0,3.0,3.0,3.0,1.0,3.0,,2.0
111.0,1.0,,4.0,,4.0,4.0,4.0,,3.0,2.0,,2.0,4.0,1.0,,,2.0,3.0,5.0,,,,,4.0,4.0,,2.0,2.0,1.0,2.0,,4.0,1.0,,,,,2.0,5.0,5.0,,,4.0,,2.0,,,,,2.0
112.0,,4.0,,,3.0,4.0,,1.0,,,,4.0,,,1.0,4.0,,,5.0,5.0,1.0,2.0,4.0,,,,2.0,,3.0,,5.0,1.0,,,,,,3.0,,3.0,2.0,3.0,5.0,3.0,,,2.0,4.0,,
113.0,,,,3.0,5.0,1.0,,,2.0,,4.0,2.0,4.0,1.0,1.0,1.0,4.0,,,5.0,3.0,3.0,,2.0,5.0,5.0,,4.0,,,4.0,,,3.0,2.0,4.0,,,2.0,5.0,,,1.0,3.0,4.0,1.0,,2.0,4.0,
114.0,5.0,2.0,1.0,,,3.0,3.0,,,,1.0,,5.0,5.0,1.0,3.0,,4.0,4.0,,2.0,,4.0,4.0,1.0,5.0,,3.0,5.0,,2.0,3.0,,1.0,2.0,1.0,,4.0,,4.0,2.0,,,2.0,,3.0,5.0,,5.0,2.0
115.0,3.0,5.0,4.0,5.0,1.0,2.0,5.0,5.0,,4.0,1.0,3.0,4.0,1.0,1.0,1.0,4.0,2.0,4.0,,1.0,2.0,,,,,1.0,3.0,3.0,5.0,4.0,5.0,2.0,,,1.0,4.0,,2.0,,,,5.0,1.0,4.0,2.0,,4.0,,
116.0,,2.0,,5.0,4.0,,3.0,4.0,,,,,5.0,,,,3.0,,,5.0,1.0,,1.0,1.0,,,2.0,,,,,1.0,4.0,5.0,,,,,4.0,,,2.0,,5.0,2.0,3.0,,1.0,4.0,
117.0,,4.0,,,,5.0,3.0,1.0,,,4.0,3.0,,,,,,5.0,,2.0,4.0,3.0,4.0,3.0,,,3.0,2.0,5.0,5.0,,5.0,,2.0,,1.0,1.0,1.0,,,1.0,2.0,,1.0,,,4.0,,2.0,4.0
118.0,1.0,,1.0,5.0,,,,5.0,,,2.0,,3.0,3.0,,,,3.0,,2.0,,,,,,2.0,,,,4.0,4.0,,3.0,4.0,,1.0,,2.0,,3.0,,,5.0,3.0,4.0,1.0,3.0,4.0,,
119.0,4.0,,5.0,1.0,,,1.0,4.0,4.0,2.0,,5.0,5.0,,3.0,,3.0,2.0,2.0,,5.0,5.0,3.0,4.0,,,4.0,,2.0,,,,3.0,,1.0,4.0,1.0,,3.0,,,1.0,2.0,,,,5.0,,4.0,
120.0,2.0,1.0,3.0,4.0,5.0,4.0,2.0,5.0,3.0,1.0,5.0,3.0,,4.0,2.0,5.0,4.0,4.0,,,4.0,,,3.0,,,2.0,3.0,,2.0,5.0,,1.0,1.0,3.0,2.0,,,3.0,,,3.0,,,2.0,5.0,,1.0,,
121.0,1.0,,4.0,,,,,,,4.0,4.0,,5.0,3.0,1.0,,,,,,,,,5.0,1.0,,,5.0,,,,2.0,1.0,,,5.0,,4.0,4.0,3.0,,4.0,2.0,5.0,1.0,,5.0,,5.0,4.0
122.0,5.0,,,,2.0,5.0,,2.0,,,,,,,2.0,,,,5.0,4.0,,3.0,,,,4.0,,4.0,1.0,,,1.0,2.0,,,,,,5.0,,,,,,3.0,,,,,
123.0,,4.0,,5.0,,2.0,4.0,,1.0,5.0,5.0,,5.0,2.0,2.0,,4.0,,,2.0,,4.0,3.0,2.0,,1.0,5.0,,,3.0,3.0,5.0,1.0,3.0,3.0,4.0,,4.0,5.0,4.0,,4.0,3.0,3.0,,,,3.0,3.0,1.0
124.0,4.0,,,2.0,3.0,4.0,,,4.0,1.0,5.0,,2.0,3.0,,2.0,,2.0,,,,4.0,,,4.0,,5.0,,,4.0,4.0,,,3.0,5.0,5.0,,1.0,3.0,,1.0,,5.0,,3.0,,2.0,,,
125.0,4.0,,1.0,,,,3.0,3.0,,4.0,2.0,4.0,1.0,2.0,,4.0,,1.0,3.0,1.0,,,,,,3.0,,2.0,,,4.0,3.0,2.0,,,2.0,1.0,5.0,,,,3.0,1.0,,2.0,,5.0,,,2.0
126.0,,2.0,,,2.0,2.0,2.0,,4.0,,,2.0,,3.0,,2.0,,3.0,,,,,,,,1.0,,,,,1.0,,,5.0,,,3.0,,5.0,2.0,,1.0,,1.0,3.0,,,4.0,1.0,1.0
127.0,2.0,2.0,,,,,,4.0,4.0,,,,5.0,,,2.0,1.0,1.0,,,,4.0,1.0,1.0,,,,1.0,3.0,5.0,,4.0,1.0,1.0,3.0,5.0,1.0,,,4.0,4.0,1.0,2.0,,2.0,,,,4.0,
128.0,,,,3.0,,,,2.0,,,1.0,1.0,,4.0,5.0,4.0,,,,4.0,,,,2.0,,,5.0,1.0,,,,2.0,,,5.0,4.0,1.0,1.0,5.0,,3.0,,,2.0,5.0,2.0,,1.0,,2.0
129.0,5.0,,,2.0,,2.0,,,2.0,,4.0,4.0,,,,2.0,1.0,3.0,,,,,,,1.0,,,,,2.0,5.0,,2.0,,1.0,3.0,4.0,1.0,,4.0,4.0,,,4.0,,1.0,,,3.0,
130.0,3.0,3.0,3.0,2.0,1.0,3.0,,,1.0,,1.0,,4.0,,,5.0,,,,,,5.0,4.0,,1.0,3.0,5.0,,,3.0,,5.0,,,,,1.0,4.0,1.0,,,,2.0,,,2.0,,1.0,,3.0
131.0,,1.0,,,2.0,,,,,,,,,,,1.0,,,4.0,5.0,,1.0,3.0,,4.0,,1.0,3.0,2.0,,,,2.0,,3.0,3.0,5.0,2.0,,,,4.0,3.0,4.0,3.0,,4.0,5.0,2.0,1.0
132.0,2.0,,2.0,2.0,,,1.0,5.0,,2.0,5.0,,1.0,,,4.0,,,1.0,,5.0,2.0,,,1.0,4.0,,,4.0,4.0,4.0,,4.0,,2.0,4.0,,1.0,5.0,1.0,,1.0,3.0,3.0,,2.0,,,5.0,1.0
133.0,4.0,5.0,5.0,,,,,1.0,5.0,1.0,4.0,,,5.0,,,,1.0,2.0,,2.0,,,1.0,,1.0,,,,,,1.0,,,1.0,2.0,2.0,3.0,2.0,3.0,4.0,,2.0,4.0,,,5.0,1.0,4.0,
134.0,1.0,,,1.0,,5.0,1.0,,,1.0,5.0,1.0,,4.0,,2.0,,3.0,4.0,2.0,5.0,,,1.0,1.0,3.0,,,1.0,4.0,1.0,,,3.0,,4.0,4.0,,,,,5.0,,3.0,,,5.0,3.0,2.0,4.0
135.0,,,,,5.0,4.0,5.0,,3.0,,1.0,,,5.0,2.0,2.0,4.0,,4.0,,2.0,5.0,,3.0,2.0,5.0,,5.0,3.0,,1.0,2.0,,4.0,2.0,2.0,,5.0,2.0,1.0,,,,,,,,,2.0,5.0
136.0,2.0,4.0,1.0,1.0,2.0,4.0,,,,3.0,,1.0,3.0,1.0,,2.0,5.0,,,1.0,,,1.0,2.0,,5.0,4.0,,3.0,,4.0,5.0,,,,,1.0,3.0,5.0,1.0,4.0,,5.0,,5.0,,,5.0,,2.0
137.0,4.0,,4.0,4.0,2.0,1.0,,4.0,,,4.0,,,4.0,4.0,,4.0,,1.0,,1.0,,,3.0,,3.0,2.0,3.0,,,2.0,5.0,,4.0,,,1.0,,5.0,,,1.0,4.0,,3.0,2.0,,,,5.0
138.0,4.0,,5.0,4.0,5.0,,,4.0,2.0,1.0,1.0,,5.0,,2.0,,,4.0,3.0,,3.0,5.0,,,,,,4.0,3.0,,3.0,3.0,,,1.0,2.0,5.0,1.0,5.0,,5.0,5.0,,4.0,2.0,2.0,,1.0,,1.0
139.0,,,,,5.0,,,4.0,,1.0,2.0,4.0,,5.0,,4.0,,4.0,5.0,3.0,,,3.0,1.0,2.0,3.0,,,,,4.0,,,5.0,,2.0,1.0,,4.0,3.0,4.0,,4.0,,2.0,4.0,5.0,5.0,,4.0
140.0,,5.0,5.0,,3.0,4.0,,1.0,3.0,,,3.0,5.0,4.0,1.0,,5.0,5.0,,,,1.0,2.0,2.0,,,3.0,3.0,,,5.0,3.0,,5.0,4.0,,2.0,,3.0,4.0,1.0,,,3.0,,2.0,5.0,,3.0,2.0
141.0,,5.0,2.0,4.0,4.0,,,2.0,2.0,,4.0,3.0,,,1.0,1.0,,,,5.0,5.0,5.0,,,3.0,4.0,,2.0,4.0,4.0,,,1.0,2.0,,,3.0,,,1.0,,,3.0,,,,,,2.0,
142.0,4.0,,3.0,5.0,4.0,3.0,2.0,2.0,5.0,,,,4.0,1.0,,4.0,5.0,,,4.0,5.0,,,5.0,,,,,,3.0,4.0,4.0,4.0,5.0,4.0,2.0,2.0,2.0,1.0,,,,,,2.0,,2.0,,1.0,
143.0,3.0,1.0,,3.0,2.0,3.0,2.0,,4.0,5.0,,,,2.0,1.0,1.0,3.0,2.0,,2.0,,,2.0,,,,2.0,2.0,1.0,,,4.0,,2.0,5.0,,,2.0,1.0,1.0,1.0,3.0,3.0,1.0,,1.0,,3.0,2.0,1.0
144.0,,5.0,4.0,,2.0,2.0,,,,,,4.0,3.0,2.0,,,4.0,4.0,,1.0,3.0,3.0,3.0,2.0,4.0,5.0,2.0,2.0,1.0,5.0,5.0,4.0,,,,,,,,,,,2.0,2.0,,4.0,3.0,,1.0,
145.0,,,,1.0,,,5.0,,,,4.0,3.0,1.0,2.0,4.0,5.0,,4.0,1.0,,2.0,,4.0,4.0,,,,3.0,1.0,,,3.0,4.0,2.0,,3.0,2.0,,,3.0,5.0,1.0,3.0,,5.0,,4.0,5.0,,5.0
146.0,3.0,,3.0,,5.0,3.0,3.0,5.0,1.0,,,4.0,,,,,,,5.0,3.0,,2.0,,3.0,3.0,1.0,4.0,1.0,4.0,,,,,,4.0,4.0,5.0,2.0,5.0,,1.0,,5.0,5.0,,3.0,4.0,,,1.0
147.0,,2.0,,,4.0,3.0,,,5.0,,1.0,5.0,,,4.0,,5.0,3.0,1.0,2.0,,4.0,3.0,3.0,,2.0,4.0,2.0,2.0,,,,,1.0,,,2.0,,,,1.0,,3.0,,,1.0,5.0,,2.0,1.0
148.0,4.0,,3.0,2.0,3.0,,,1.0,,,1.0,4.0,1.0,,,5.0,,1.0,5.0,,1.0,1.0,,,,2.0,,2.0,2.0,,3.0,4.0,1.0,,3.0,,5.0,1.0,2.0,5.0,3.0,,4.0,,5.0,2.0,,3.0,3.0,
149.0,,,,4.0,4.0,,,3.0,1.0,,,4.0,4.0,,3.0,5.0,,3.0,,,,2.0,,,,,5.0,5.0,3.0,,3.0,2.0,2.0,,5.0,,2.0,,3.0,3.0,4.0,1.0,,5.0,1.0,,1.0,5.0,,1.0
150.0,5.0,2.0,3.0,3.0,3.0,4.0,5.0,,,2.0,5.0,5.0,2.0,3.0,,,,,2.0,,,1.0,,,,,4.0,,3.0,,,1.0,,,,,,2.0,,4.0,5.0,,1.0,5.0,,,,4.0,2.0,
151.0,,,,2.0,5.0,,5.0,3.0,5.0,2.0,,2.0,,2.0,,4.0,3.0,,,,,,2.0,,,4.0,,5.0,,,,1.0,,3.0,5.0,,5.0,4.0,1.0,,,,3.0,,5.0,2.0,,,,5.0
152.0,3.0,,,,5.0,,,,1.0,,5.0,1.0,,,1.0,4.0,3.0,,3.0,1.0,1.0,,,,5.0,,,3.0,,3.0,4.0,5.0,3.0,1.0,,,3.0,,,1.0,,5.0,,,5.0,,,5.0,3.0,1.0
153.0,,,,3.0,4.0,,,2.0,,5.0,,4.0,2.0,,2.0,5.0,,,5.0,1.0,1.0,,5.0,1.0,,,1.0,,,3.0,,,,,5.0,,,,1.0,,,3.0,,2.0,3.0,,,,,
154.0,,,3.0,,5.0,1.0,,3.0,,,1.0,4.0,4.0,,5.0,2.0,5.0,,,4.0,,5.0,,3.0,3.0,4.0,3.0,,,,5.0,5.0,,,,4.0,3.0,,3.0,1.0,,4.0,3.0,1.0,4.0,2.0,2.0,,2.0,4.0
155.0,2.0,3.0,,,,4.0,2.0,4.0,5.0,,,3.0,2.0,,,3.0,,3.0,2.0,,,,1.0,,5.0,2.0,1.0,,,,3.0,2.0,5.0,1.0,1.0,,3.0,3.0,3.0,5.0,4.0,,1.0,5.0,4.0,,1.0,,4.0,4.0
156.0,,3.0,,,,,,2.0,3.0,5.0,,,4.0,,4.0,3.0,,4.0,4.0,,,5.0,,3.0,,3.0,5.0,,2.0,2.0,2.0,,,3.0,2.0,4.0,,2.0,,,1.0,,,5.0,4.0,1.0,,,,2.0
157.0,1.0,5.0,1.0,,,,,1.0,,2.0,,5.0,1.0,1.0,1.0,,5.0,,,,,,2.0,1.0,5.0,,,2.0,4.0,,1.0,,,,,,,,1.0,2.0,,2.0,1.0,3.0,5.0,1.0,,,,
158.0,5.0,3.0,,,,4.0,,1.0,,,3.0,,3.0,5.0,3.0,3.0,,3.0,,5.0,,1.0,2.0,4.0,2.0,1.0,,3.0,1.0,,5.0,,5.0,3.0,,5.0,,2.0,,4.0,1.0,,,5.0,1.0,,1.0,,3.0,
159.0,2.0,1.0,,4.0,2.0,5.0,1.0,3.0,,,,3.0,3.0,5.0,4.0,,,,3.0,,1.0,,4.0,1.0,,,4.0,4.0,,5.0,,5.0,4.0,,,4.0,4.0,1.0,,,,5.0,5.0,,,4.0,,1.0,,4.0
160.0,,5.0,5.0,5.0,,,,1.0,4.0,4.0,5.0,2.0,,,,4.0,,4.0,5.0,,1.0,4.0,3.0,,,3.0,,1.0,3.0,,1.0,,,,,3.0,4.0,,,,,,,,,5.0,3.0,3.0,1.0,2.0
161.0,4.0,,2.0,,,3.0,5.0,5.0,2.0,,4.0,3.0,2.0,,,,,5.0,,,,,5.0,2.0,5.0,2.0,3.0,5.0,1.0,1.0,3.0,5.0,1.0,,,4.0,,2.0,3.0,3.0,,2.0,,1.0,2.0,2.0,1.0,,4.0,
162.0,,,,4.0,1.0,,,,,,4.0,2.0,3.0,3.0,1.0,5.0,4.0,,3.0,5.0,1.0,1.0,1.0,3.0,4.0,,3.0,,1.0,,3.0,1.0,5.0,5.0,2.0,,5.0,4.0,2.0,5.0,5.0,1.0,5.0,2.0,5.0,,5.0,,3.0,5.0
163.0,5.0,,,,,,2.0,4.0,4.0,2.0,,4.0,3.0,4.0,1.0,4.0,,2.0,2.0,,5.0,,5.0,,5.0,,,,3.0,,3.0,1.0,4.0,,,4.0,3.0,,5.0,1.0,3.0,2.0,,,,4.0,1.0,,5.0,
164.0,,5.0,,,3.0,,1.0,,2.0,4.0,,,3.0,,3.0,,,3.0,4.0,,2.0,,3.0,,5.0,,5.0,,,5.0,1.0,4.0,1.0,,2.0,,5.0,,,2.0,1.0,,,,,3.0,1.0,,,
165.0,,1.0,4.0,1.0,1.0,,,,3.0,3.0,5.0,,2.0,3.0,,2.0,,,5.0,,3.0,3.0,,,4.0,,,,5.0,1.0,,,2.0,3.0,5.0,,,,2.0,,3.0,,,,,,,1.0,,3.0
166.0,1.0,5.0,2.0,5.0,3.0,5.0,,,,2.0,5.0,2.0,3.0,4.0,,4.0,,,,1.0,,,,,,5.0,,,,4.0,,4.0,1.0,3.0,1.0,3.0,1.0,3.0,,4.0,,2.0,,1.0,,,4.0,,,
167.0,1.0,2.0,2.0,,1.0,1.0,,3.0,2.0,1.0,,4.0,1.0,,2.0,,1.0,,,5.0,5.0,,3.0,,,,3.0,3.0,3.0,,3.0,,,1.0,3.0,,,,5.0,4.0,3.0,,5.0,4.0,,2.0,,4.0,,1.0
168.0,,2.0,5.0,4.0,4.0,1.0,2.0,5.0,4.0,,,2.0,,2.0,3.0,,5.0,1.0,1.0,1.0,5.0,1.0,4.0,4.0,,3.0,3.0,,,2.0,1.0,,,4.0,5.0,,5.0,2.0,5.0,,2.0,,5.0,1.0,5.0,,,,,
169.0,4.0,,2.0,,1.0,1.0,,,4.0,,5.0,5.0,5.0,4.0,,,1.0,3.0,4.0,1.0,2.0,,,,1.0,,,,4.0,5.0,4.0,2.0,4.0,1.0,,1.0,,5.0,,5.0,1.0,4.0,,,3.0,,,2.0,,4.0
170.0,2.0,,3.0,,1.0,,4.0,3.0,,1.0,,5.0,2.0,5.0,2.0,2.0,1.0,2.0,5.0,2.0,1.0,,,1.0,,1.0,1.0,,2.0,5.0,,1.0,,,1.0,,4.0,3.0,,1.0,1.0,1.0,,1.0,,,2.0,1.0,1.0,4.0
171.0,1.0,,1.0,4.0,,2.0,,5.0,,3.0,2.0,4.0,3.0,,,4.0,,,3.0,1.0,,,,,,5.0,,3.0,2.0,,1.0,,4.0,,2.0,3.0,,,,5.0,1.0,,1.0,2.0,5.0,2.0,3.0,,,
172.0,2.0,4.0,3.0,,,1.0,5.0,5.0,,1.0,4.0,4.0,4.0,1.0,1.0,,3.0,,,3.0,,,,2.0,5.0,5.0,4.0,,,,5.0,1.0,4.0,5.0,1.0,,5.0,,,,,5.0,1.0,,1.0,,,,,
173.0,3.0,2.0,2.0,1.0,1.0,,,3.0,,,2.0,,4.0,3.0,1.0,,4.0,3.0,3.0,,,,4.0,,,3.0,1.0,5.0,2.0,5.0,2.0,3.0,4.0,,,,,,5.0,2.0,3.0,3.0,1.0,,,2.0,,,,4.0
174.0,4.0,4.0,,1.0,2.0,5.0,2.0,,4.0,,5.0,1.0,3.0,5.0,,,3.0,2.0,4.0,3.0,,2.0,,,,2.0,5.0,1.0,5.0,5.0,,3.0,,,3.0,,,,1.0,1.0,,2.0,,1.0,,,2.0,5.0,5.0,4.0
175.0,,4.0,2.0,,,,4.0,,,2.0,,2.0,,1.0,,5.0,,1.0,,1.0,,5.0,,,4.0,,3.0,,4.0,,,,2.0,3.0,3.0,,5.0,,,,2.0,,1.0,,,,,5.0,,1.0
176.0,,,3.0,,4.0,,,,2.0,3.0,2.0,,,5.0,5.0,1.0,3.0,2.0,3.0,5.0,,2.0,3.0,,4.0,,,1.0,2.0,3.0,4.0,5.0,,2.0,5.0,,,1.0,1.0,4.0,4.0,,4.0,,4.0,1.0,4.0,,,3.0
177.0,1.0,3.0,4.0,,,4.0,4.0,3.0,,,,,4.0,,3.0,5.0,3.0,,,5.0,,2.0,5.0,3.0,2.0,3.0,1.0,4.0,4.0,,1.0,,3.0,,4.0,2.0,,,5.0,1.0,1.0,4.0,4.0,,5.0,1.0,,3.0,,2.0
178.0,5.0,,1.0,5.0,,,2.0,2.0,,1.0,,5.0,,3.0,2.0,4.0,,,3.0,5.0,,2.0,,,1.0,2.0,,5.0,,4.0,1.0,2.0,,,2.0,5.0,,4.0,5.0,5.0,1.0,5.0,,,,,1.0,4.0,1.0,3.0
179.0,,,1.0,,,5.0,4.0,,3.0,1.0,3.0,5.0,,1.0,5.0,5.0,2.0,,5.0,,4.0,4.0,,1.0,2.0,,,,,5.0,,2.0,,,1.0,,3.0,,,5.0,,1.0,,,,,,2.0,3.0,
180.0,,2.0,3.0,3.0,,5.0,2.0,3.0,4.0,3.0,,5.0,,3.0,3.0,,2.0,3.0,,,3.0,,,1.0,,1.0,5.0,5.0,,,,3.0,2.0,2.0,,3.0,,4.0,5.0,3.0,,,5.0,,,3.0,,,3.0,2.0
181.0,2.0,,,1.0,4.0,,,,2.0,,4.0,3.0,1.0,,2.0,,,3.0,1.0,1.0,1.0,4.0,,2.0,,,2.0,,,,,,5.0,4.0,,,,1.0,3.0,,,,,,,2.0,4.0,,,1.0
182.0,,4.0,,5.0,4.0,,2.0,,,,,4.0,1.0,1.0,,4.0,4.0,,3.0,,,,5.0,1.0,4.0,,5.0,3.0,,,,2.0,,,,3.0,4.0,2.0,3.0,1.0,1.0,3.0,3.0,4.0,3.0,,2.0,4.0,5.0,5.0
183.0,4.0,,,5.0,,3.0,5.0,2.0,,,,4.0,,,1.0,3.0,5.0,,3.0,2.0,,1.0,5.0,3.0,3.0,1.0,,,2.0,,2.0,2.0,1.0,,5.0,,1.0,,,4.0,,,2.0,4.0,3.0,3.0,5.0,4.0,4.0,
184.0,,,,,4.0,,2.0,4.0,,1.0,,1.0,3.0,1.0,4.0,1.0,4.0,2.0,4.0,2.0,1.0,,1.0,,,1.0,3.0,5.0,,,3.0,5.0,,5.0,,,,,2.0,,3.0,5.0,,3.0,1.0,,,1.0,,2.0
185.0,,4.0,,2.0,,,,5.0,,3.0,,3.0,,2.0,,,,3.0,3.0,2.0,5.0,,,,2.0,,,2.0,,,,,,5.0,,,5.0,4.0,,2.0,4.0,2.0,,1.0,4.0,,3.0,,,
186.0,,4.0,5.0,1.0,2.0,,2.0,3.0,,3.0,,1.0,3.0,3.0,,4.0,,4.0,,,2.0,3.0,4.0,,5.0,5.0,,1.0,,3.0,,,2.0,3.0,4.0,,,4.0,2.0,,,4.0,1.0,,,,4.0,3.0,3.0,2.0
187.0,4.0,3.0,2.0,1.0,4.0,,,,5.0,,,,2.0,,1.0,,,3.0,,5.0,,,,2.0,2.0,,2.0,,2.0,,,,,,,,,,,3.0,,2.0,,1.0,,3.0,4.0,1.0,,
188.0,,2.0,,1.0,1.0,4.0,,2.0,3.0,,,1.0,2.0,5.0,,3.0,3.0,2.0,3.0,4.0,1.0,,4.0,,3.0,3.0,5.0,2.0,5.0,2.0,5.0,3.0,,1.0,,,2.0,1.0,3.0,3.0,3.0,5.0,2.0,3.0,5.0,,,3.0,,
189.0,4.0,3.0,4.0,,2.0,5.0,,3.0,,3.0,2.0,,5.0,3.0,4.0,3.0,5.0,2.0,4.0,,,2.0,1.0,3.0,3.0,4.0,4.0,2.0,,,2.0,3.0,2.0,1.0,4.0,1.0,3.0,2.0,4.0,1.0,,,5.0,,4.0,,,,5.0,3.0
190.0,1.0,1.0,1.0,5.0,2.0,3.0,,1.0,,4.0,3.0,3.0,,,,,,5.0,3.0,,,,2.0,2.0,,,,2.0,,5.0,1.0,,2.0,,,5.0,1.0,2.0,,4.0,4.0,1.0,1.0,4.0,4.0,,1.0,,1.0,2.0
191.0,4.0,,,5.0,4.0,2.0,2.0,1.0,,,2.0,1.0,1.0,5.0,3.0,,,2.0,,,,4.0,4.0,5.0,1.0,4.0,2.0,3.0,3.0,3.0,,5.0,,,5.0,2.0,2.0,5.0,,5.0,4.0,2.0,,,,,,,2.0,5.0
